id,name,keywords,description,public_notice,internal_notice,websitename,websiteadresse,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
117820,moebel-jack DE,"Mobel, Moebel, Sofas, Wohnaccessoires","Bei Mobel-Jack finden Sie preiswerte Mobel vom Wohn- und Schlafzimmer, uber die Kuche und Bad bis hin zum Kinder- und Jugendzimmer. Weiterhin finden Sie Garderoben, Regalsysteme, Teppiche und Lampen.",,,moebel-jack DE,https://www.moebel-jack.de,Business_and_Industry,64545,Germany - 93.48,Austria - 6.52,,,,1327237,80938,161815
115838,FarFetch BR,"Clothing, Accessories",,,,Farfetch.com US,http://www.farfetch.com,Shopping/Clothing,31630013,United States - 21.46,Russian Federation - 9.20,United Kingdom - 7.19,Germany - 5.32,Brazil - 5.30,3101,2807,30
116524,Adore Me US,,,,,Adore Me,http://www.adoreme.com,Shopping/Clothing,4732312,United States - 86.22,Canada - 5.53,United Kingdom - 1.53,Romania - 1.26,Australia - 0.80,22269,4187,325
116432,Sosh FR,"Cell, Phone & Fax, Internet services, HiFi, TV & Video, Cameras & Camcorders,",,,,Sosh FR,http://www.sosh.fr,Internet_and_Telecom/Telecommunications,7392953,France - 95.97,Switzerland - 0.78,United Kingdom - 0.37,Belgium - 0.28,Spain - 0.23,12329,409,190
116377,Strichweb DE,,Auf Strichweb.com findest du Madchen und Frauen vom Stra?enstrich auch in deiner Nahe sowie ein gro?es Autostrichverzeichnis und ein Verzeichnis uber den Stra?enstrich in Europa.,,,Hobbynutten.Strichweb.com,http://hobbynutten.strichweb.com,,,,,,,,,,
115835,DHL Paket DE,"Cities, Counrties & Regions, Other,",,,14.03.2018 Suchmaschinen von uns aus wieder aktiviert,DHL Paket DE,http://www.dhl.de,Business_and_Industry/Transportation_and_Logistics,93667827,Germany - 85.47,France - 1.32,Austria - 1.19,Switzerland - 0.99,Netherlands - 0.85,1478,56,11
116372,Freepics Online DE,,Bei Freepics Online finden Sie kostenlose Sexbilder mit erotischer Klasse.,,,Freepics Online Kostenlose Erotikbilder,http://www.freepics-online.de,,,,,,,,,,
116424,mona AT,"Clothing, Accessories","MONA � der Spezialist fur exklusive und elegante Damenmode. Herausragende Qualitat, perfekte Passform und ansprechendes Design stehen bei MONA bis an erster Stelle. Ausgewahlte Marken bestimmen das hochwertige Sortiment an Blusen, Kostumen, Hosenanzugen und vielem mehr.",,,mona AT,http://www.mona-mode.at,Shopping/Clothing,34206,Austria - 79.05,Germany - 20.95,,,,892109,7236,9365
116380,Kontaktanzeigen.tv DE,,"Egal ob Du die Partnerin oder Partner furs Leben oder nur fur eine Nacht suchst -
hier wirst Du auf jeden Fall fundig. Kontaktanzeigen.tv, Partnersuche leicht gemacht.",,,Kontaktanzeigen.tv,http://www.kontaktanzeigen.tv,,,,,,,,,,
116434,Toscane-Boutique FR,"Clothing, Accessories, Other",,,,toscane-boutique.fr,http://www.toscane-boutique.fr,Travel,206050,France - 98.77,Switzerland - 1.01,450 - 0.12,Russian Federation - 0.09,,268703,10802,5473
116425,Monobrandstores NL,"Shopping & Mail Order Shops, ",,,,LOOkX NL,http://www.eenmedia.nl,Business_and_Industry,4804,Netherlands - 79.70,Germany - 20.30,,,,5623812,269754,862083
116426,Oscaro FR,"Cars & Motorbikes, ",,,,Oscaro.com,http://www.oscaro.com,Autos_and_Vehicles/Automotive_Industry,14482257,France - 90.70,Congo Republic - 1.41,Belgium - 0.97,Martinique - 0.75,Algeria - 0.61,5703,206,10
116716,VITEZ DE,,"Nach Gesundheit, Leistungsfahigkeit und einem attraktiven Aussehen streben wir alle, Mikronahrstoffen unterstutzen diese Ziele. Bei Vitez bekommen sie Vitamine, Mineralien, Spurenelemente und naturliche Anti-Oxidantien. Nutzen Sie VITEZ, die moderne Art das Beste fur Ihren Korper zu tun.",,,VITEZ DE AT,http://de.vitez.com,,,,,,,,,,
116624,Tessuti UK,,,,,Tessuti UK,https://www.tessuti.co.uk,Shopping/Clothing,1101066,United Kingdom - 74.89,Russian Federation - 3.62,United States - 2.87,Sweden - 1.27,Canada - 1.07,87328,4502,1274
116623,SuperStar Tickets US,,,,,SuperStar Tickets US,https://www.superstar.com,Arts_and_Entertainment,24413,United States - 77.72,India - 9.88,Canada - 5.28,Netherlands - 4.08,Bangladesh - 1.76,2722916,1142726,178824
115740,Jon Richard UK,"Jewellery, Bride, bridal, Wedding, charms, bracelets, necklaces, rings",,,,Jon Richard UK,http://www.jonrichard.com,Shopping,79505,United Kingdom - 82.11,Pakistan - 5.15,Canada - 3.18,Mexico - 2.76,France - 2.58,732998,49705,51202
117499,Bluefly US,Womens,,,,Bluefly (PAUSED) ,https://www.partnerize.com,Unknown,523332,United States - 23.34,United Kingdom - 11.81,Japan - 8.33,Netherlands - 7.05,Germany - 4.63,161977,115232,
116715,The Russian Business DE,,,,,The Russian Business DE,http://www.therussianbusiness.de,,,,,,,,,,
117511,Daily Sale US,ConsumerElectronics,,,,Daily Sale US,http://dailysale.com,Shopping/Coupons,1828458,United States - 97.76,Mexico - 0.35,Germany - 0.25,Ukraine - 0.17,Canada - 0.16,61206,11414,120
116807,Jibtel BE,"Other, Cell, Phone & Fax, ",,,,Jibtel FR,http://www.jibtel.com,Internet_and_Telecom/Telecommunications,18806,France - 75.72,Belgium - 14.99,Algeria - 5.00,Canada - 3.06,120 - 0.82,2664520,160704,11330
117500,BodyGuardz US,ConsumerElectronics,,,,BodyGuardz US,http://www.bodyguardz.com,Internet_and_Telecom/Telecommunications,444509,United States - 80.36,United Kingdom - 2.11,Canada - 1.49,Australia - 1.35,Netherlands - 1.22,176037,38500,1361
117510,Crystone US,"WebHosting, Servers",,,,Crystone,http://www.crystone.com,Internet_and_Telecom/Web_Hosting,1273,Russian Federation - 100.00,,,,,22109528,4818196,78886
