id,name,keywords,description,public_notice,internal_notice,websitename,websiteadresse,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
117828,Peter Millar UK,"Fashion, Clothing, Peter, Millar, golf",,,,Peter Millar UK,http://www.petermillar.co.uk,Arts_and_Entertainment,12769,United States - 64.31,United Kingdom - 30.42,Austria - 5.27,,,3571516,2567498,233097
117821,Momondo DE,"flights, flug, momondo, travel",,,,Momondo DE,http://www.momondo.de,Travel,4534037,Germany - 88.79,Austria - 1.31,Switzerland - 0.90,Spain - 0.83,Netherlands - 0.73,16174,660,346
117817,MapEasy US,"travel, guides, maps, guidemap, guide, book, vacation, planning, trip, information, tips, advice, explore, Europe, walking, tour, discovery, destinations, world, wide, tourist, traveller, discover, Italy, exploration, adventure, guidebooks, hand, illustrated, map",,,,MapEasy US,http://www.mapeasy.com,Travel/Tourism,1444,United States - 79.85,France - 20.15,,,,10606488,3373678,92046
117825,Monalbumphoto FR,"photo, creation, album, albumphoto",,,,Monalbumphoto US,https://www.monalbumphoto.fr,Arts_and_Entertainment/Photography,698068,France - 95.16,Belgium - 0.97,Netherlands - 0.48,Guadeloupe - 0.36,United Kingdom - 0.35,68227,2513,208
117814,Lakeland Leather UK,"Clothing, Leather, Fashion, mens, clothing, designer, jackets, coats, boots",,,,Lakeland Leather UK,http://www.lakelandleather.co.uk,Shopping/Clothing,143132,United Kingdom - 84.96,Poland - 2.27,France - 1.78,United States - 1.63,Spain - 1.44,588531,37508,6720
117816,Love Bright Jewelry US,"Jewelry, high, commission, repeat, orders, value, Rings, Earrings, Pendants",,,,Love Bright Jewelry US,http://www.lovebrightjewelry.com,Shopping/Jewelry,15167,India - 100.00,,,,,2194392,84608,4160
117812,iPhone-Cases NL,"iPhone, Accessoires, Bescherming, laders, oordopjes, headphones, Apple, mobile, fashion",,,,iPhone-Cases NL,http://www.iphone-cases.nl,Shopping/Consumer_Electronics,42662,Netherlands - 81.29,Belgium - 15.63,Spain - 1.13,Saudi Arabia - 1.00,Philippines - 0.95,1426598,43339,8344
117826,office-partner DE,"office-partner, officepartner, Drucker, Druckzubehor, Burobedarf, Computer, Buro",Office-partner.de bietet Ihnen eine gro?e Auswahl an Druckern und Druckerzubehor sowie Elektrokleingeraten. Auch finden Sie EDV-Artikel von Software uber PC-Systeme bis zu TK-Anlagen im Online-Shop.,,,office-partner DE,https://www.office-partner.de,Computer_and_Electronics/Computer_Hardware,391911,Germany - 92.63,Austria - 1.49,Denmark - 1.03,Czech Republic - 0.48,Sweden - 0.40,237122,12070,310
117815,Lakes Cottage Holiday UK,"Cottages, self, catering, cottages, lakes, cottage, holidays, cumbrian",,,,Lakes Cottage Holiday UK,http://www.lakescottageholiday.co.uk,Travel/Accommodation_and_Hotels,12142,United Kingdom - 92.58,United States - 7.42,,,,2503624,213434,19107
117813,joliebox UK,"joliebox, beauty box, beauty product,online retailer, subscription, makeup, cream, christmas",,,,Birchbox UK,http://www.joliebox.co.uk
116289,Claim Simply UK,,,,,Claim Simply - Mis-Sold PPI Claims Offer,http://www.claims4consumermoneymatters.co.uk
115839,Flug24 DE,"Travel, Flight","Auf flug24.de ist es besonders einfach, gunstige Fluge zu finden. Zielflughafen eingeben, Zeitraum und Abflugort wahlen und schon kann man aus vielen Angeboten auswahlen. Dabei findet man auf dem Portal Fluge in die nachste Gro?stadt, genauso wie in ferne Lander oder Urlaubsfluge in die beliebtesten und exotischsten Feriendomizile.",,"06.01.2014: Offline gestellt da Frauz Carmen Oehmichen uber die Advertiser-Zentrale ALLE Referer gemeldet hat und um ""Offline stellen"" der Werbeflache bat. Sie rafft es nicht.",Flug24 DE Premium,http://www.flug24.de,Travel/Airlines_and_Airports,509250,Germany - 85.16,Switzerland - 3.62,Netherlands - 2.81,188 - 2.02,Austria - 1.57,301004,17386,559
117819,Misscoquines UK,"fashion, womens, clothes, mens, shoes, bags, accessories, lingerie, beauty, products, kidss",,,,Misscoquines UK,http://www.misscoquines.co.uk,Shopping/Clothing,0,,,,,,,,
115842,Jeckersonstore IT,"Clothing & Accessories, Shopping & Mail Order Shops, ",,,,jeckersonstore.com it,http://www.jeckersonstore.com
116090,mein-edelstahlschmuck DE,,,,,mein-edelstahlschmuck,http://www.mein-edelstahlschmuck.de
117161,myPhone-Schutz DE,,,,,myPhone-Schutz,http://www.myphoneschutz.de
115836,Diwo IT,"Books, Music & Movies, Cameras & Camcorders, HiFi, TV & Video, Computer & Game Consoles, ",,,,diwo.it,http://www.diwo.it,Business_and_Industry,130,,,,,,,,
115841,Hepsiburada TR,"Clothing, Accessories, Shopping, Mail, Order, Shops, Computer, Game, Consoles, Health, Care, Books, Music, Movies",,,,(deleted) Hepsiburada | Backlinks & Redirect Campaign TR,https://www.hepsiburada.com,Shopping/General_Merchandise,173307729,Turkey - 98.56,Germany - 0.20,United States - 0.18,Russian Federation - 0.15,31 - 0.13,358,16,23
116431,so-jeans ES,"Clothing & Accessories, Other, ",,,,sojeans.es,http://www.sojeans.es
117158,Meinwoody DE,,"Mit dem Meinwoody Pflanzset pflanzen Sie ganz einfach einen eigenen Baum und tragen so zu einer umweltfreundlicheren Zukunft bei. Das Saatgut ist unbehandelt, gentechnisch unverandert. Die nahrstoffreiche Erde, sowie der Topf aus Kokosfaser bilden optimale Rahmenbedinugen fur gesundes Wachstum, kraftige Wurzeln und somit gesunde Pflanzen und Fruchte.",,,MeinWoody Shop,https://www.meinwoody.de,Shopping,9068,Germany - 93.53,Austria - 6.47,,,,4549621,299431,287376
116430,SMS365 PL,"Insurance, Finances",,,,Cardina PL,https://cardina.pl,Unknown,97235,Poland - 86.74,Germany - 5.81,United Kingdom - 2.44,Finland - 2.01,Denmark - 1.22,920405,28317,
115837,Dominos TR,"Food, Beverages, Shopping, Mail, Order, Shops",,,,Dominos TR,https://www.dominos.com.tr,Food_and_Drink,3091786,Turkey - 98.64,United States - 0.27,United Kingdom - 0.26,Germany - 0.16,Switzerland - 0.15,23094,548,256
116433,Stijls NL,"Shopping & Mail Order Shops, Other, ",,,,stijls.nl,http://www.stijls.nl
116872,Tailorstore FR,,,,,Tailorstore FR,http://www.tailorstore.fr,Shopping/Clothing,41881,France - 89.85,Switzerland - 2.63,United Kingdom - 2.61,Tunisia - 2.27,Canada - 0.99,734615,36027,8081
116369,fetischoutfit DE,,,,,fetischoutfit.de,http://www.fetischoutfit.de
117157,McPKV-Wechsel DE,,Mit McPKV sich kostenlos und unverbindlich uber Private Krankenversicherungen informieren und vergleichen. Fordern Sie jetzt unverbindlich einen individuellen Vergleich an.,,,McPKV-Wechsel DE,http://mcpkv.com
116374,Genie9 DE,,Genie9 bietet Datenmanagement- und Backup-Losungen fur Privatanwender und Unternehmen an. Die gesamte Produktpalette zeichnet sich durch innovative Technologien wie die �Zeitmaschine fur den PC� oder �Sharing ohne Hochladen� aus.,,,Genie9,http://www.genie9.de,Computer_and_Electronics/Software,5359,Germany - 95.08,Russian Federation - 4.92,,,,12986864,1799108,111612
116375,Gratisland DE,,"Hier findest du kostenlose Gratisproben, Free-SMS Anbieter ohne Anmeldung, Gratis-Lotto, kostenfreie Probe-Abos, Spiele-Downloads und Vollversionen.",,,Gratisland.de,http://www.gratisland.de,Internet_and_Telecom/Telecommunications,29292,Germany - 99.11,Luxembourg - 0.89,,,,2123640,132257,9509
116376,HITSNET DE,,Bei HITSNET finden sie die Besten oder auch die Schlechtesten Seiten Deutschlands aus vielen unterschiedlichen Bereichen.,,,HITSNET.de Top 1000,http://www.hitsnet.de
116368,erotik-toys DE,,Uber 3500 Erotikartikel und Dessous fur Sie und Ihn. In dem Online Shop konnen Sie sich nach Lust und Laune Erotikprodukte aussuchen und bestellen. Tolle Sextoys zur Selbstbefriedigung und fur die lustvolle Partnerverwohnung.,,,erotik-toys.de,https://www.erotik-toys.de,Adult,24921,Germany - 69.82,Switzerland - 8.38,Poland - 7.33,United States - 5.03,Russian Federation - 4.54,1644437,144005,47546
116371,fischkopf DE,,Fischkopf.de ist die gro?te regionale Singleborse fur den Norden mit 265.000 Mitgliedern nur aus Norddeutschland. Die Singelborse ist wirklich kostenlos! Du kannst auch unbegrenzt Nachrichten schreiben und empfangen.,,,fischkopf.de,http://www.fischkopf.de,People_and_Society/Relationships_and_Dating,1609022,Germany - 96.34,Brazil - 3.07,United States - 0.26,Ukraine - 0.07,Russian Federation - 0.07,43753,1745,184
116379,kinderwelt-weber DE,,"Im Onlineshop der Kinderwelt Weber erwartet Sie eine gro?e Auswahl an hochwertiger Kindermode. Egal ob modische Madchenmode oder coole Jungenbekleidung, die Kinderwelt Weber bietet Ihnen Kinderbekleidung fur jeden Moment - wie Alltag oder festliche Anlasse.",,,kinderwelt-weber.de,http://www.kinderwelt-weber.de,Health,3177,Germany - 100.00,,,,,9469598,722179,222622
116429,Sarenza BE,"Shopping & Mail Order Shops, ",,,,Sarenza BE,http://www.sarenza.com,Shopping/Clothing,5762384,France - 93.86,Belgium - 0.86,Congo Republic - 0.68,Switzerland - 0.49,Canada - 0.29,16753,563,237
116382,meinlilalu DE,"Schaukelpferde, Kinderspielzeug, Schaukeltiere, Spielsachen","Im Online-Kindershop Mein Lilalu gibt es Schaukelpferde, Puppenwagen, Bewegungsspiele und Haba-Spiele, aber auch Holzmobel, Stillkissen, Kuscheldecken und Warmflaschen.",,,meinLiLaLu DE,http://www.meinlilalu.de
116381,lovestore DE,,"Hochwertige Vibratoren und Dildos von Fun Factory, Lelo, Wolwin SinFive und Joydivision. Schneller und diskreter Versand.",,,lovestore.de,https://www.lovestore.de,Adult,1658,Germany - 100.00,,,,,23822701,2650315,295642
116378,hosteros DE,,"Internetprovider fur Seiten mit Erotischem Inhalt. Webspace, Webserver und Domainregistrierung mit einer Verfugbarkeit von 99,9% zu gunstigen Preisen.",,,hosteros.de,http://www.hosteros.de
116373,gaggohaas DE,10,Kalte Fu?e sind etwas Unangenehmes und verhindern den guten Schlaf. Mit dem einteiligen Pyjama von Gaggohaas bekommen Sie nie wieder kalte Fu?e. Der Pyjama  fur Erwachsene und Kinder verfugt uber Fu?linge und halt sie komplett warm.,,,gaggohaas.com,http://www.gaggohaas.com,Shopping,805,Switzerland - 60.67,Germany - 39.33,,,,20724144,661703,952706
115732,Fly53 UK,"Fly53, mens, clothing, graphic, t-shirts, jackets, jeans, polo, shirts, shorts, trousers, denims, sweats, aip, thrus, coats, hats, belts, wallets, mans, watches, socks, k",,,,Fly53 UK,http://www.fly53.com
116005,Outletim TR,"Clothing & Accessories, ",,,,Outletim_TR,http://www.outletim.com,Shopping/Clothing,41633,Turkey - 99.67,Ukraine - 0.21,Russian Federation - 0.11,,,1129438,29719,11435
115734,Greyhound Megastore UK,"greyhound, megastore, greyhoundmegastore, com, greyhounds, whippet, whippets, lurcher, lurchers, hound, hounds, dog, dogs, products, pet, pets",,,,Greyhound Megastore UK,http://www.greyhoundmegastore.com,Pets_and_Animals/Pets,20828,United Kingdom - 85.38,Australia - 14.62,,,,2250221,183420,4936
115730,Deep Blue Supplements UK,"protein, creatine, diet, shakes, fat, burners, bodybuilding, supplements",,,,Deep Blue Supplements UK,http://www.deepbluesupplements.com
115735,Hello Lovely DE,"Fashion, Lifestyle, Damenmode, Accessoires, Trendmode, Hello, Lovely",,,,Hello Lovely,http://www.hellolovely.de
115736,Honeytree Publishing UK,"retailer, personalised, stationary, illustrated",,,,HoneyTree Publishing UK,https://www.honeytreepublishing.com,Shopping/Gifts,22881,United Kingdom - 71.35,United States - 14.43,South Africa - 4.68,Spain - 3.79,Australia - 2.07,2368840,221961,773
116383,multator DE,,,,,multator.de,http://www.multator.de,Business_and_Industry,3552,France - 87.98,Russian Federation - 12.02,,,,9819411,2242889,1555220
115739,Jib Jab US,"ecard, greeting, cards, holiday, birthday, GreetingCards",,,,JibJab,http://www.jibjab.com,Arts_and_Entertainment/Humor,3068835,United States - 56.33,United Kingdom - 5.36,Canada - 5.11,Russian Federation - 2.45,Brazil - 2.25,38147,11209,107
115731,E Cigarette Web UK,"ecigaretteweb, e, cigarette, web, ecigarette, electronic, cigarettes, cig, cigs, ecigarettes, ecig, ecigs, smoking, tobacco, nrt",,,,Ecigarette Web UK,http://www.ecigaretteweb.co.uk
115741,Lamp Shop Online UK,"lamp, shop, online, lampshoponline, com, co, uk, lamps, lighting, light, bulbs, fittings, LED, energy, saving, low, designer, outdoor, wall, lights, ceiling, OsramLED, Philips, accessories",,,,Lamp Shop Online Ltd UK,http://www.lampshoponline.com,Shopping/Home_and_Garden,199051,United Kingdom - 77.58,United States - 7.84,Portugal - 1.72,Australia - 1.52,Italy - 1.25,510321,35170,2322
115743,Lord and Taylor US,"clothing, fashion, accessories, apparel, womens",,,,Lord & Taylor US,http://www.lordandtaylor.com,Shopping/Clothing,4684746,United States - 91.24,Canada - 1.25,Saudi Arabia - 0.70,Brazil - 0.57,Lithuania - 0.51,20176,3779,296
115737,Ideal Stairlifts UK,"Ideal stairlifts, stair lifts, ideal lifts, ideal stair, ideal stair lifts, lead generation",,,,Ideal Stairlifts,http://search.idealstairlifts.co.uk
115744,LuluCastagnette FR,"pret, a, porter, femme, mode, fille, enfant, vetement, marque, accessoires, de, bagages, montres, vetements",,,,LuluCastagnette,http://www.lulucastagnette.com,Shopping/Clothing,20493,France - 87.30,Poland - 11.71,Russian Federation - 0.99,,,2403578,125591,21891
115746,Nourkrin UK,"Haircare, nourkrin, hair, care, loss, hairloss, shampoo, conditioner",,,,Nourkrin UK,https://www.nourkrin.co.uk,Health/Products_and_Shopping,11497,United Kingdom - 100.00,,,,,3706212,397011,8548
