id,name,keywords,description,public_notice,internal_notice,websitename,websiteadresse,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
100006,getgo.de,,"Ganz einfach Karten fur Rock, Pop, HipHop, Klassik, Comedy, Musicals, Sport und viele andere Events online bestellen. Getgo hat die Tickets!","Es durfen keine Gutscheine verwendet werden, weder als direkte Empfehlung noch auf  Gutschein- oder Schnappchen-Seiten,  Preisvergleichen u.a.",,www.getgo.de/cgi-bin/tdoc.dll?doc=start&affiliate=ZAN00,http://www.getgo.de,Arts_and_Entertainment/Music_and_Audio,78753,Germany - 96.92,Austria - 1.73,Romania - 1.15,Russian Federation - 0.20,,762710,42960,12976
100013,AbeBooks DE,,Mit uber 100 Millionen Buchern von 13.500 Anbietern aus der ganzen Welt bietet AbeBooks.de eine riesige Buchauswahl an. Buchliebhaber und Sammler von Raritaten kommen ebenso auf Ihre Kosten wie Schnappchenjager oder Studenten auf der Suche nach gunstigen Fachbuchern.,,,AbeBooks.de - Neue und gebrauchte BA?cher DE,http://www.abebooks.de,Shopping/Publications,853894,Germany - 74.24,Switzerland - 7.67,Netherlands - 3.72,Austria - 2.99,Brazil - 1.43,98423,5330,39
100014,NetBank DE,"Banking, Trading","Die netbank bietet Bankprodukte zu Top-Konditionen an, z.B ein kostenloses Girokonto mit integriertem Tagesgeldkonto, Ratenkredite, Depots, Geldanlagen.",,07/08/2018 Switch to financeads,netbank ,http://www.netbank.de,Finance/Banking,1012776,Germany - 94.72,Switzerland - 1.40,Austria - 0.67,Egypt - 0.62,Czech Republic - 0.40,82473,3519,896
100009,Beautynet DE,"parfum, parfum, duft, dufte, kosmetik, proben, gratisproben, pflege, make-up, beauty, wellness, geschenke, boutique, nice-price, schonheit, lifestyle, mode, trends, haarprodukte, schmuck, uhren, taschen","Beautynet.de - die Markenparfumerie seit 1999. Dufte, Pflege, Wellness und viele tolle Geschenkideen finden Sie bei beautynet.de. Beautynet.de prasentiert auf einen Klick ein umfangreiches Sortiment an hochwertigen Kosmetikprodukten, Parfums, Haarpflege und Wellness. Unter beautynet.de finden Sie uber 7.000 Kosmetikprodukte von uber 100 Marken.",,,beautynet DE,http://www.beautynet.de
100015,ImmobilienScout24 DE,,"ImmobilienScout24 ist ein gro?er Internet-Marktplatz fur Immobilien. Wohnungen, Immobilien und Hauser mieten oder kaufen beim Immobilienmarkt Deutschlands. Finden Sie ihre Wohnung zur Miete oder zum Kauf.",,"13.02.2017 Programm ist offline, hab Suchmaschinen aber aktiviert, falls es jemals wieder live geht.
26.06.2015 Mussten Immoscout rausnehmen (Rosita Schiel), da es denen zu intransparent ist",ImmobilienScout24 DE,http://www.immobilienscout24.de,Business_and_Industry/Real_Estate,73287972,Germany - 94.30,Switzerland - 0.66,Netherlands - 0.50,United Kingdom - 0.50,Poland - 0.39,811,33,8
100018,d-living DE,,"Der Premiumanbieter fur Lifestyle- und hochwertige Markenprodukte!  d-living bietet eine gro?e Auswahl an  Produkten in den Themenbereichen Wohnen, Freizeit, Haushalt, Wellness, Foto&Cam, Technik, Spielwaren, Bucher und Geschenke.",,,d-living.de - life.time.shop DE,http://www.d-living.de,Shopping,2096,Germany - 100.00,,,,,11016136,910414,589139
100021,Conrad DE,,Als einer der fuhrenden Versender von Technik und Elektronik bietet Ihnen Conrad Deutschland eine spannende Welt voller innovativer Ideen.,,"Mail vom 03.08.2010:
Sehr geehrter Herr Falkenstein, uns ist aufgefallen, dass bee5 Provisionen an Kunden weitergibt und dies ist ausdrucklich nicht gewunscht von Conrad Electronic (siehe Teilnahmebediengungen). Wir bitten Sie, Conrad von bee5.de zu entfernen. Ansonsten sehen wir uns leider gezwungen, die Partnerschaft zu beenden. Bitte haben Sie Verstandnis. Freundliche Gru?e Katharina Lorenz Conrad Affiliate-Team",Conrad Electronic DE,http://www.conrad.de,Shopping/Consumer_Electronics,16628151,Germany - 94.50,Austria - 1.01,Switzerland - 0.93,Netherlands - 0.36,France - 0.25,4942,178,44
100011,buero-direkt.de,,"Buero Direkt - Preiswerter Burobedarf. Der preiswerte Shop mit gro?en Sortiment rund ums Buro: Burobedarf, Computerzubehor, Schreibwaren, Toner und vieles mehr.",,,www.buero-direkt.de,http://www.buero-direkt.de
100019,JeansWelt.de,"Men, s","Bei jeanswelt.de bekommen Sie Markenjeans von Levis, Mustang, G-Star, Freesoul, Cross Jeanswear, Wrangler, Herrlicher, Lee, LTB, MOD, Tom Tailor, ...",,,Jeanswelt DE,http://www.jeanswelt.de,Shopping/Clothing,65083,Germany - 97.29,Austria - 2.52,Russian Federation - 0.18,,,790256,50370,8537
100023,adultshop DE,,"AdultShop.de ist mit 20jahriger Erfahrung in der Erotikbranche einer der fuhrenden Marken im Erotikversand. AdultShop.de bietet den Kunden eine grosse Anzahl an Erotikartikeln, einen diskreten, schnellen Versand der bestellten Artikel und selbstverstandlich immer neue und attraktive Sonderangebote. Ganz besonders die softe Anmutung und viele edle Produkte bieten auch der stark wachsenden Zielgruppe der Frauen Anlass in Ruhe durch das Erotik-Sortiment zu stobern. Auf der standig aktualisierten Seite von AdultShop.de findet der Kunde Warentests und Rezensionen zu Produkten und wird so beim Kauf der qualitativ hochwertigen Produkte nicht allein gelassen.",,,CarlOH - Der Online-Erotikshop DE,https://www.carloh.de,Unknown,23990,Germany - 87.73,Austria - 4.12,Switzerland - 3.98,Philippines - 2.98,Russian Federation - 1.19,4507603,312708,
100016,travelchannel.de,,"Das Reiseburo im Internet. Buchen Sie Last Minute, Pauschalreisen, Fluge, Hotels, Mietwagen oder Ferienwohnungen.",,,travelchannel.de,http://www.travelchannel.de,Travel/Tourism,22929,Germany - 100.00,,,,,1626790,104226,17613
100017,ROSSMANN,"drogerie, schonheit, kosmetik, korperpflege, gesundheit, haushalt, baby, babypflege, babynahrung, wellness, filme, parfuem, foto, cd, cds, mcs, mc, vitamine, inkontinenz, zahnpflege, haarpflege, haarfarbe, gesichtspflege, hautpflege, rasur, finanzieung, parfums, augen, lippen, lippenstift, gesicht, nagel, wein, weine, weinpakete, feinkost, lebensmittel, getranke, drogeriemarkt, restposten, kontaktlinsen, itnessgerate, geschenke, geschenkeshop, computer, dvd, schmuck, technik, handy, telefone, kaffee, schnaeppchen, sonderangebote, tiernahrung, fundgrube, tiere, fitness","Rossmann ist ein Drogeriemarkt, der auch im Internet vertreten ist. Sie bekommen hier Drogerieprodukte, wie Shampoo, Seife, Parfum, Stylingprodukte aber auch Haushaltsgerate, Handys, Computer, Babykleidung, Spielzeug und vieles mehr.","Leider gibt es bei Einkaufen in Rossmann Blumen, Rossmann Reisen, Handyshop und der Rossmann Internet-Apotheke keine Provision.",13.10.2017: Deal-Seiten von uns aus aktiviert,Rossmann Online GmbH DE,https://www.rossmann.de,Health/Products_and_Shopping,9074387,Germany - 92.89,Poland - 1.02,Austria - 0.57,Switzerland - 0.51,Viet Nam - 0.49,11425,419,11
100027,PrimusTronix DE,,,,,www.primustronix.de,http://www.primustronix.de,Shopping,144,,,,,,,,
100029,hagebau.de,,Im Online Baumarkt von hagebau.de finden Sie viele Angebote rund um Haus und Garten. Zusatzlich zum Sortiment werden Online-Beratungen und Experten-Tipps angeboten.,,,hagebau DE,http://www.hagebau.de,Shopping/Home_and_Garden,4659521,Germany - 95.98,Austria - 1.45,Czech Republic - 0.61,Switzerland - 0.40,Netherlands - 0.32,17186,634,54
100020,allmaxx DE,,"allmaxx ist ein Club der seinen Mitgliedern Zugang zu Vorteilsangeboten und Services bietet, die einen smarteren Lebensstil ermoglichen. Ein Club, zwei Mitgliedschaften: Die Mitgliedschaft im allmaxx students club bietet Vorteile rund um das Studentenleben und steht allen Studierenden in Deutschland offen. 
Der neue allmaxx professionals club eroffnet ehemaligen studentischen Mitgliedern die Moglichkeit, auch nach dem Studium von Vorteilen und Services weiter zu profitieren.",,,allmaxx  - Der Vorteilsclub fA?r Studenten,http://www.allmaxx.de,Shopping,67195,Germany - 92.14,Austria - 4.13,Thailand - 1.91,Switzerland - 0.61,Croatia - 0.57,1269670,81499,87959
100022,Bertelsmann - DER CLUB,,"Der Club - aktuelle Bucher als Club Ausgabe bis zu 30% gunstiger als im Buchhandel; zusatzlich Club-Premieren, die es nicht im Buchhandel gibt. Mehr als 4 Millionen Bucher, DVDs, CDs, CD-ROM, Spiele.",,,DerClub DE,http://www.derclub.de,Shopping,8261,Germany - 100.00,,,,,6642426,952407,392328
100030,STAGE Entertainment DE,,,,,Stage Entertainment - Musicals und Shows DE,http://www.stage-entertainment.de,Arts_and_Entertainment/Performing_Arts,1662418,Germany - 94.51,Switzerland - 1.42,Austria - 0.87,Netherlands - 0.56,United States - 0.54,63105,2731,39
100026,Verti DE,,"Die Kfz-Direktversicherung Verti bietet Kfz-Haftpflicht Versicherung, Vollkasko- und Teilkaskoversicherung fur Ihr Auto an.",,,Verti (direct line) ,http://www.verti.de,Finance/Insurance,911076,Germany - 96.63,Austria - 1.11,Switzerland - 0.55,Spain - 0.37,Turkey - 0.36,132438,6102,312
100034,Mexx DE,Malls,"Trendige Mode und Accessoires von Mexx fur Damen, Herren, Jugendliche und Kinder. Im Mexx Online Shop finden Sie aktuelle Mode fur die ganze Familie!",,10.10.2013: Indirekte Brand-Freigabe von Andreas Muller (ignorieren),MEXX DE,http://www.mexx.com,Shopping/Clothing,226060,Germany - 21.66,Russian Federation - 14.95,Canada - 7.14,Netherlands - 6.77,France - 5.44,422552,128679,5110
100036,karstadt.de,VirtualMalls,"Karstadt Online-Shop, schoner shoppen online! Die ganze Produktvielfalt von Karstadt. Hier konnen Sie in vielen Kategorien stobern, z.B. Damenmode, Herrenmode, Schuhe, Kosmetik, Parfumerie, Outdoorkleidung sowie Computer,  Fernseher, Spielwaren, Wohnen und Schlafen, Bucher und Schreibwaren, ...",Bei telefonischen Bestellungen sowie bei nachtraglichen telefonischen Bestellkorrekturen gibt es leider keine Provision.,10.10.2013: Indirekte Brand-Freigabe von Andreas Muller (ignorieren),Karstadt - Online Shop DE,https://www.karstadt.de,Shopping/General_Merchandise,4655216,Germany - 94.92,Switzerland - 0.72,France - 0.61,Netherlands - 0.39,United States - 0.36,18413,698,143
100025,Dresdner Christstollen,,"Original Dresdner Christstollen von Meisterhand im Onlineversand aus Dresden. Hier haben Sie die Moglichkeit, einen Original Dresdner Christstollen zu bestellen. Er wird an eine beliebige Adresse versendet, zu einem von Ihnen festgelegten Termin und mit Ihrem personlichen Stollengru?.",,,Dresdner Christstollen Shop DE,http://www.dresdner-christstollen-shop.de,Shopping,164,,,,,,,,
100035,STRATO AG,,"Strato bietet Hosting-Komplettpakete, Server und Business Shops fur Einsteiger bis Profis sowie spezifische Losungen fur kleine und mittelstandische Unternehmen an.","Es werden nur Neukunden vergutet, die nicht innerhalb der letzten 6 Monate Kunden der STRATO AG waren.",,STRATO AG DE,
100024,Aral Biker Club,,"News und Infos fur alle Motorradfahrer und Biker rund um das Motorrad, Motorradzubehor, Motorradreisen, Motorradtouren und Motorradkauf.",,,www.bikerclub.de,http://www.bikerclub.de,Autos_and_Vehicles/Motorcycles,0,,,,,,,,
100032,Klingel Versandhaus DE,"shopping, einkaufen, versand, mode, versandhaus, versender, modeversand, kleider, kleidung, damenmode, herrenmode, bekleidung, katalog, schnappchen, fitness, schuhe, geschenk, schmuck, uhren, angebot, gunstig, preiswert, bestellen, ambiente, wohnen, heim","Das Versandhaus Klingel bietet eine gro?e Auswahl an Mode, Schuhen und Schmuck.",,,Versandhaus Klingel DE,https://www.klingel.de,Shopping/Clothing,3330019,Germany - 97.44,Russian Federation - 0.82,Austria - 0.26,Switzerland - 0.20,Ukraine - 0.17,19821,721,288
100040,Esprit DE,,"Kleidung und Accessoires fur Damen, Herren und Kinder im offiziellen Online-Shop von ESPRIT auf Rechnung bestellen. Weltgro?te ESPRIT-Auswahl an Bekleidung!",Fur Eigenbestellungen bei ESPRIT durfen wir leider keine Provisionen weiterreichen. Dies ist daher technisch unterbunden. Provisionen aus Empfehlungen an andere sind jedoch moglich!,,Esprit DE,http://www.esprit.de,Shopping/Clothing,5787199,Germany - 97.71,Russian Federation - 0.35,Switzerland - 0.25,United States - 0.22,Poland - 0.21,10292,341,138
100042,Quelle.de,VirtualMalls,"Das gro?e Versandhaus Quelle bietet Ihnen ein vielseitiges Sortiment aus Mode, Spielwaren, Technik und Mulitmedia, Haus und Garten, Wohnen und Haushalt, Sport und Freizeit und vieles mehr. Im Online Shop finden Sie das Produkt ihrer Wahl zu gunstigen Preisen und einem Top-Bestellservice.",Neukunden erhalten eine zusatzliche Provision. Quelle-Sammelbesteller werde nicht vergutet! Nicht kombinierbar mit weiteren Vergunstigungen.,,Quelle Deutschland DE,https://www.quelle.de,Shopping,1809409,Germany - 96.40,Austria - 0.75,Netherlands - 0.43,Switzerland - 0.41,Spain - 0.38,44420,1790,3277
100045,AWD DE,,"AWD - Ihr personlicher Finanzoptimierer
AWD, einer der fuhrenden Finanzdienstleister in Europa, bietet individuelle Finanzstrategien, Versicherungsvergleiche und Altersvorsorgelosungen.",,,www.AWD.de,http://www.awd.de,Business_and_Industry,2846,,,,,,,,
100047,Mailingfactory,,"Gestalten Sie in wenigen Schritten einen Werbebrief in Profiqualitat. In der MAILINGFACTORY finden Sie dafur vielfaltige, geprufte Vorlagen fur Ihre Branche und Anlass.",,,Mailingfactory,http://www.mailingfactory.de,Business_and_Industry,3788,Germany - 100.00,,,,,8963465,663801,1411229
100031,kartenkaufen.de,,"Bei kartenkaufen.de konnen Sie Tickets, Eintrittskarten und Konzertkarten fur Musicals, Theater, Sport, Events schnell und gunstig online buchen.",,,EINTRITTSKARTEN.de,http://www.kartenkaufen.de
100037,AbeBooks UK,Books,"Your source for used, new, rare and out-of-print books. Find classic collectibles, rare signed editions, used textbooks, and inexpensive bestsellers in our 80 million books.",,,"AbeBooks.co.uk - New, Second-hand, Rare Books & Textbooks",http://www.abebooks.co.uk,Books_and_Literature,5544800,United Kingdom - 57.23,United States - 6.46,Netherlands - 2.07,Germany - 1.98,Brazil - 1.81,20083,1091,129
100033,Tchibo DE,"VirtualMalls, Kleidung, Haushalt, Mode, Schmuck, Elektronik, Garten, Heim, und, Reise","Bei Tchibo.de gibt es neben Kaffee und Reisen jede Woche eine neue Welt zu entdecken. Ob Technik, Kuche, Sport, Mode oder Schmuck - durch die Vielfalt der Produkte ist fur jeden etwas dabei.",,,Tchibo DE,https://www.tchibo.de,Shopping,20665347,Germany - 96.33,Switzerland - 0.57,Austria - 0.32,France - 0.31,Netherlands - 0.23,2188,77,207
100051,AXA DE,Commercial,"axa.de - Versicherungsunternehmen.  Versicherungen und Finanzdienstleistungen sind die Schwerpunkte von AXA: Autoversicherung, Krankenversicherung, Baufinanzierung, Existenzgrundung, Altersvorsorge und vieles mehr.",,,AXA Versicherungen DE,http://ad.doubleclick.net,Unknown,977751773,United States - 32.60,France - 7.44,United Kingdom - 6.60,Poland - 6.20,Germany - 4.26,,,
100046,Versandhaus Wenz DE,,"Das Versandhaus Wenz bietet Ihnen ein Einkaufstour ohne Gedrange, ohne lange Warteschlangen. Sie konnen bequem von zu Hause aus Ihren Wunschartikel suchen, egal ob es die neuesten Modetrends sind, Dekoaccessoires oder neue Einrichtungsgegenstanden, hier werden Sie bestimmt fundig.",,,Versandhaus Wenz DE,https://www.wenz.de,Shopping/Clothing,1073238,Germany - 95.78,Russian Federation - 1.99,Switzerland - 0.25,Kazakhstan - 0.25,Ukraine - 0.24,64022,2671,918
100049,DKV DE,,"Beitrage fur die private Krankenversicherung, ambulante Zusatzversicherung, Zahnzusatzversicherung und fur die Pflegeversicherung. Informieren Sie sich uber die Versicherungs-Produkte der DKV Deutsche Krankenversicherung AG.",,,www.dkv.com/,http://www.dkv.com,Finance/Insurance,657081,Germany - 97.66,Austria - 0.58,Switzerland - 0.56,Spain - 0.44,United States - 0.28,173306,8135,414
100054,Opodo DE,,"Sie konnen Billigfluge, Hotels, Last Minute Reisen, Stadtereisen, Mietwagen sowie Pauschalreisen beim Online Reiseburo Opodo gunstig buchen.",,02.10.2013 Brand von uns aus freigegeben,Opodo DE,https://www.opodo.de,Travel/Tourism,9512373,Germany - 79.44,Austria - 11.01,Switzerland - 1.47,Netherlands - 0.59,Spain - 0.50,11797,512,80
100048,Kabel eins Fanshop,,"In der Einkaufswelt von kabeleins-fanshop.de bekommen Sie Top-DVDs, Bucher, spannende Filme & Serien, trendige Fanartikel und vieles mehr.",,,www.kabeleinsfanshop.de,http://www.kabeleinsfanshop.de
100052,HSE24 DE,,"Das Fernsehkaufhaus sendet bundesweit per Kabel und Satellit und erreicht insgesamt uber 40 Millionen Haushalte in Deutschland, Osterreich und der Schweiz. Sie bekommen bei hse24.de Bekleidung, Schmuck, Schuhe, Kosmetik, Wohnaccessoires, Kuchengerate, Kuchenhelfer und vieles mehr.",,27.09.2013: Brandfreigabe von icrossing (Alexander Kube) erhalten,HSE24 - migrated,http://www.hse24.de,Shopping/General_Merchandise,7802241,Germany - 98.33,United Arab Emirates - 0.47,Switzerland - 0.27,Russian Federation - 0.25,Austria - 0.18,9183,298,101
100059,Blume2000 DE,"Blumen, Blume2000, Rosen, Valentinstag, Valentinsgeschenk, Geschenk, Muttertag, Advent, Weihnachten, Tulpen, Nelken, Online-Blumenversand, Blumenversand","Viele schone Blumen fur wenig Geld - das und noch viel mehr bietet Ihnen Blume2000.de! Traumhafte Blumenstrau?e, Pflanzen, Geschenke, tolle Deko-Ideen und Zubehor. Frische Ware und beste Qualitat sind selbstverstandlich! Hier finden Sie eine gro?e Auswahl an Garten- und Balkonpflanzen, Rosen, Straucher und Gartenzubehor! Die Blume2000-Pflanzenwelt bietet Ihnen zu jeder Jahreszeit die richtigen Pflanzen und gibt Ihnen au?erdem eine 100%ige Anwachs-Garantie!",,,Blume2000 DE,http://www.blume2000.de,Shopping,756197,Germany - 90.32,Switzerland - 2.33,United States - 1.74,Bulgaria - 0.61,Russian Federation - 0.49,121221,5909,8533
100050,ProSieben,,"Bestes ProSieben Online-Entertainment mit dem aktuellen TV-Programm, Videos und ganzen Folgen der ProSieben Serien.",,,www.prosieben-fanshop.de,http://www.prosieben-fanshop.de
100058,eWorld24 DE,,"EWORLD24 - Spezialitatenshop der EDEKA. Versand von Spirituosen, Wein und Sekt. Bequem und gunstig im Internet online einkaufen.",,,eWorld24 DE,https://www.eworld24.de,Food_and_Drink/Food_and_Grocery_Retailers,5158,Germany - 100.00,,,,,14149744,1470515,18932
100066,bonprix DE,,"Shopping bei bonprix.de - Entdecken Sie hier aktuelle Modetrends zu gunstigen Preisen! Bei bonprix finden Sie modische Damenbekleidung und Herrenbekleidung, traumhafte Wasche, preiswerte Schuhe sowie frische Mode-Ideen fur Kinder und Babys. Und immer gilt: Alle Gro?en = ein Preis! Besonders Gro?e Gro?en profitieren davon!",,"05.04.2017 Hatte um Freischaltung gebeten, da wir gekundigt wurde. Meinte sie arbeiten nicht mehr mit Subnetzwerken.",Bonprix DE,https://www.bonprix.de,Shopping/Clothing,20528177,Germany - 97.93,Switzerland - 0.33,Ukraine - 0.33,Austria - 0.17,Russian Federation - 0.14,2774,104,28
100053,Staples DE,,"Staples ist eine Buromarktkette. Hier findet man alles rund ums Buro. Staples bietet die gesamte Bandbreite � von Buromaterial uber Buromobel bis zur Burotechnik, inklusive Computern und Software.",,,STAPLES Online-Shop DE,https://www.staples.de,Shopping/Office_Products,590984,Germany - 95.11,Netherlands - 1.59,Austria - 1.03,Spain - 0.43,Switzerland - 0.33,139760,6275,40
143279,New Sight Devices US,,,,,Oco Smart Camera US,http://www.getoco.com,Business_and_Industry/Marketing_and_Advertising,26678,United States - 62.01,Mexico - 15.65,United Kingdom - 9.92,India - 5.21,Russian Federation - 3.80,4105757,1696157,62122
100067,dress-for-less AT,,"Bis -70% sparen! Europas fuhrendes Online Designer Outlet bietet gunstige Designermode fur SIE, IHN und Kids. Mehr als 5.500 Artikel von uber 350 Designern.",,,www.dress-for-less.at,http://www.dress-for-less.at,Shopping/Clothing,148137,Austria - 94.17,Switzerland - 1.70,Netherlands - 1.46,Italy - 0.87,New Zealand - 0.68,326230,2045,4055
100072,bol.de,,"BOL - Bucher aus allen Bereichen finden Sie bei bol.de. Online Stobern nach Bestsellern, Romanen, Krimis, Taschenbuchern, Horbuchern von bekannten Autoren.",,,bol.de - BA?cher DVD Musik online bestellen DE,http://www.bol.de,Shopping,141963,Germany - 89.05,Switzerland - 5.16,United States - 1.65,Austria - 0.85,Bulgaria - 0.70,332982,19588,23374
100060,marenga.com,,,,,www.marenga.com,http://www.marenga.com
100074,dress-for-less UK,,,,,www.dress-for-less.com,http://www.dress-for-less.com,Shopping/Clothing,385388,Bulgaria - 7.31,Spain - 5.60,Greece - 5.15,New Zealand - 4.97,United Kingdom - 4.96,178293,16456,2430
100075,AVIGO,,"Das Internet-Reiseburo AVIGO ist eine Marke der REWE Touristik. AVIGO bietet ein breites Angebotsportfolio, einen transparenten Vergleich unterschiedlichster Reiseanbieter und eine sichere und komfortable Online-Buchung. 
Im Angebot finden Sie uber 30 Mio. taglich aktualisierten Lastminute-Angebote, Pauschalreisen zu uber 1.500 Zielen, gunstigen Flugen mit uber 500 Airlines, Ferien- und Stadtehotels sowie Mietwagen zu Alles-Inklusiv-Preisen. Daruber hinaus runden einmalige Informationen, Reiseberichte und Insider-Tipps das Angebot ab.",,,www.avigo.de,http://www.avigo.de
100069,eduscho.at,"Kleidung, Haushalt, Mode, Schmuck, Elektronik, Garten, Heim und Garten","Bei eduscho.at kann man neben Kaffee und Reisen jede Woche eine neue Welt entdecken. Ob preiswerter Familienurlaub, Stadtereise, Skiurlaub oder Skibekleidung, Kindersachen, Elektronikartikel und vieles anderes, bei Eduscho/Tchibo werden Sie fundig.",,,Tchibo AT - migrated,http://www.eduscho.at,Shopping,2223127,Austria - 92.64,Germany - 3.05,Italy - 1.03,United States - 0.70,Slovenia - 0.62,22449,82,1757
100070,Neckermann Urlaubswelt DE,,"Die Neckermann UrlaubsWelt bietet Ihnen Lastminute-, Pauschalreisen, Hotels, Fluge, Ferienwohnungen und vieles mehr. Bequem suchen, vergleichen und Urlaub online buchen.",Der Mindestbestellwert betragt 100 Euro fur Hotelbuchungen sowie 500� fur Pauschal- und Lastminute Reisen. Ein Bonus kann nur einmal pro Reise und Person ausbezahlt werden.,,Neckermann UrlaubsWelt DE,http://www.neckermann-urlaubswelt.de,Travel/Tourism,51081,Germany - 84.37,Czech Republic - 4.76,Netherlands - 4.25,Poland - 2.40,Belgium - 1.92,965518,65699,10482
100071,Expedia DE,,"Expedia.de, die Nummer 1 fur gunstige Hotels, Fluge, Pauschalreisen, Mietauto & mehr. Last Minute Urlaub, Stadtereisen, Ferienwohnungen super billig buchen.",,,Expedia DE,http://www.expedia.de,Travel,9730565,Germany - 92.05,Switzerland - 1.20,Austria - 0.87,Netherlands - 0.46,United States - 0.41,10076,373,197
