id,name,keywords,description,public_notice,internal_notice,websitename,websiteadresse,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
132826,Gartenfachmarkt24 DE,,"Online-Fachmarkt fur Garten, Haus und Freizeit mit einem einzigartigen Sortiment fur den Garten. Vom Gewachshaus, uber den Sonnenschirm, Grills oder auch Gartenmobel bis hin zu gro?en Pools und professioneller Campingausstattung, Heizstrahler. Der Gartenfachmarkt24 hat zudem einen Sitzauflagenkonfigurator zur Erstellung 100 % individueller Polster-Sitzauflagen.",,,Gartenfachmarkt24 DE,https://www.gartenfachmarkt24.de,Shopping/Home_and_Garden,49008,Germany - 97.08,Switzerland - 1.48,United Kingdom - 1.44,,,1019066,57037,5058
132828,Reines Wasser fur Jedermann DE,,Reines Wasser fur Jedermann. Mit der Q-Wasseranlage bekommen Sie eine Gesamtlosung fur Ihr wichtigstes Lebensmittel: von der Reinigung uber die Optimierung des pH-Wertes und der Starkung seiner antioxidativen Kraft bis hin zur Verwirbelung und Vitalisierung.,,,Reines Wasser fA?r Jedermann DE,http://www.q-wasser.de
132829,Actimo FR,,,,,Actimo - Outillage &eacute;lectrique Peugeot et Fartools FR,http://www.actimo.eu
132830,Afew Sneaker Store DE,,"Egal ob Air Max, Asics, Air Jordans, Adidas, New Balance oder KangaROOS, der Afew-Store bietet alles was das Sneaker-Herz begehrt. Neben den Sneakers findet Ihr auch Caps, Shirts, Jacken, Hoodies und Taschen fur Sie, Ihn und auch Kids.",,,afew-store DE,https://www.afew-store.com,Shopping/Sports,805415,Germany - 32.15,United States - 12.68,France - 8.17,United Kingdom - 5.49,Italy - 3.40,121756,13978,449
132832,Bodybrands4you DE,,"Bodybrands4you ist dein Online Shop fur Fitness, Wellness und Sportnahrung. Ganz gleich, ob du deine Leistungsfahigkeit steigern, deine Gesundheit starken oder deine Traumfigur erreichen mochtest: Im Online-Shop von Bodybrands4you findest du die richtigen Nahrstoffe und wertvolle Zusatzinformationen.",,,Bodybrands4you.de - Der Fitness Online Shop DE,http://bodybrands4you.de,Health/Products_and_Shopping,41989,Germany - 90.12,Russian Federation - 4.88,Switzerland - 3.09,Austria - 1.91,,1570508,97840,3998
132818,White Cloud Electronic Cigarettes US,,,,,White Cloud Electronic Cigarettes,http://www.whitecloudelectroniccigarettes.com,Business_and_Industry,103715,United States - 75.14,United Kingdom - 4.72,Egypt - 3.51,Argentina - 1.72,Viet Nam - 1.68,593839,135930,62286
132833,C like ZEBRA DE,,"C like ZEBRA steht fur handgemachte Prints, die gute Laune machen, und angenehm tragbare Stoffe, die Dir ein tagliches Wohlgefuhl vermitteln. Das Ziel ist es, Dich Tag fur Tag glucklich zu machen, denn Mode soll Leidenschaft sein, Mode soll die eigene Personlichkeit unterstreichen und Mode soll ausdrucken, wie wir leben mochten.",,,C like ZEBRA - Fashion-Onlineshop DE,http://www.clikezebra.com
132834,Carethy UK,,,,,Carethy.co.uk - Online Pharmacy UK,https://www.carethy.co.uk,Health/Products_and_Shopping,178900,United Kingdom - 95.17,Germany - 1.85,Netherlands - 1.11,South Africa - 0.69,Sweden - 0.54,447561,27349,1113
132835,Carethy DE,,"Carethy ist eine Online-Apotheke und Drogerie. Finden Sie hier Apotheken-Produkte, Diatprodukte, Schonheitsprodukte, Schwangerschaftsprodukte, Hygiene- und Gesundheitsartikel und alles fur Ihr Kind.",,,Carethy.de - Online Apotheke und Drogerie DE,https://www.carethy.de,Health/Products_and_Shopping,77284,Germany - 95.35,United States - 2.84,Spain - 1.05,Netherlands - 0.53,Russian Federation - 0.16,745976,42879,1874
132838,Carethy IT,,,,,Carethy.it - Farmacia e parafarmacia online IT,http://www.carethy.it,Health,223103,Italy - 99.54,Canada - 0.46,,,,408905,12199,7906
132836,Carethy ES,,,,,Carethy ES es,https://www.carethy.es,Health,494019,Spain - 86.53,Uruguay - 2.36,Mexico - 2.09,Argentina - 2.06,Colombia - 1.43,203856,5651,3581
132841,Android App Store / google.com DE,,,,,Das &Ouml;rtliche Telefonbuch Android App DE,https://play.google.com,Unknown,3210957978,United States - 18.74,Brazil - 5.95,India - 5.73,Russian Federation - 4.72,United Kingdom - 3.55,,,
132842,e-marilyn FR,,,,,e-marilyn.fr - Boutique en ligne de collants et chaussettes FR,http://www.e-marilyn.fr
132844,Falk Outdoor Shop DE,,"Der Falk Outdoor Shop bietet hochwertige Outdoor-Navigationsgerate fur Freizeitsportler an. So finden Mountainbiker, Rennradfahrer, Bergwanderer, Spazierganger, Freizeitradler und Geocacher das passende Navigationsgerat.",,,Falk Outdoor Shop DE,http://shop.falk-outdoor.com,Shopping,194,Germany - 100.00,,,,,28138348,3233541,1187560
132837,Carethy FR,,,,,Carethy.fr - Produits pharmacie online FR,https://www.carethy.fr,Health/Products_and_Shopping,300887,France - 94.71,Belgium - 3.43,Switzerland - 0.70,Morocco - 0.33,Reunion - 0.33,290543,15523,700
132845,spielplatzplus DE,,,,,FIFA 2012 - Android mobile Game DE,http://wap.spielplatzplus.de
132840,Check Jugendreisen DE,,"Check-Jugendreisen � Dein neues Portal fur Jugendreisen. Hier erhalt man einen unabhangigen Vergleich zwischen zahlreichen Jugendreisen von vielen verschiedenen Jugendreiseveranstaltern. Finde hier die passende Jugendreise mit und ohne Betreuung, Abschlu?fahrten, Partyreisen und vieles mehr.",,,Check Jugendreisen - 1. Vergleichsportal f&uuml;r Jugendreisen DE,http://www.check-jugendreisen.de,Travel,5098,Germany - 100.00,,,,,6514037,441519,151384
132846,Geschenkidee AT,,"Geschenkidee.at - Fur jeden das Passende. Ideen fur Geburtstag, Weihnachten, Valentinstag, Muttertag oder einfach nur so. Die hier angebotenen Geschenkideen reichen von einem Mitbringsel fur die Schwiegermutter oder die Gro?eltern uber etwas romantisches fur die Freundin bis hin zu praktischen Geschenkideen fur Ihre Mutter.",,,Geschenkidee.at - Ihr Shop f&uuml;r ausgefallene Geschenkideen DE,http://www.geschenkidee.at,Shopping/Gifts,131073,Austria - 90.29,Germany - 2.93,Switzerland - 1.67,Netherlands - 1.56,Hungary - 1.43,707046,5303,247
132843,einfach-online DE,,"einfach-online.de ist Ihr preiswerter Online-Fachhandler fur Geschirr, Porzellan und Design-Accessoires rund um den gedeckten Tisch von Ritzenhoff & Breker.",,,"einfach-online.de - Geschirr, Haushaltsbedarf, K&uuml;chenhelfer und Wohnaccesso DE",http://www.einfach-online.de,Shopping,32198,Germany - 89.60,Austria - 4.26,Turkey - 3.77,Italy - 2.02,417 - 0.35,1198990,92288,82986
132847,Giordano Weine AT,,"Bei giordanoweine.at finden Sie die besten italienischen Rotweine, Wei?weine und Roseweine aus vielen unterschiedlichen Anbauregionen. Neben den Weinen wird auch Sekt, Grappa und Likore angeboten.",,,Giordano Weine &Ouml;sterreich - Wein Geschenkpakete DE,http://www.giordanoweine.at,Food_and_Drink,22446,Austria - 100.00,,,,,2081469,23089,24177
132839,Carmes-shop DE,,"Der Carmes-Shop bietet seinen Usern ein umfangreiches Sortiment an Elektro, Elektronik, PC & Multimedia, CAR-HiFi, Mobilfunk, Sicherheitstechnik und das passende Zubehor an.",,,"Carmes-shop.de - PC, Multimedia, Elektronik und HiFi DE",http://www.carmes-shop.de
132851,Italian ArtCafe DE,,"Bei Italian ArtCafe bekommen sie hochwertige Espressomaschinen und den besten italienische Kaffee. Die professionelle Maschine ist einfach zu bedienen und da sie keine Ruckstande hinterlasst, ist somit pflegeleicht. Dank der verschiedenen Kapseln, konnen Sie einfach und intuitiv zwischen Espresso, verlangerten Kaffee oder gro?em Kaffee wahlen.",,,Italian Art CafA?,http://www.italianartcafe.de,,,,,,,,,,
132854,Locompramos ES,,,,,LOCOMPRAMOS.ES - Vender m&oacute;vil usado ahora ES,http://www.locompramos.es,Shopping,119468,Spain - 94.79,Mexico - 1.59,Argentina - 1.55,Colombia - 0.91,United Kingdom - 0.59,530916,14742,37272
132848,Giordano Wijnen NL,,,,,Giordano Wijnen - Verkoop wijn online NL,http://www.giordanowijnen.nl,Food_and_Drink,6190,Netherlands - 100.00,,,,,6353345,235595,99739
132853,KKH-kann-mehr Krankenkassenvergleich DE,,Bei KKH-kann-mehr.de konnen Sie die Leistungen ihrer Krankenkasse mit den Leistungen der KKH Kaufmannischen Krankenkasse vergleichen.,,,KKH-kann-mehr Krankenkassenvergleich DE,https://www.kkh-kann-mehr.de
132856,MIRO Cosmetics DE,,"Im Online-Shop von Miro-Kosmetics bekommen sie exklusive Parfums und Kosmetik fur Gesicht, Korper, Hande und Fu?e fur Damen und Herren.",,,miro-cosmetics DE,http://www.miro-cosmetics.de
132849,Fachverlag-computerwissen DE,,,,,Ihr PC-Pannenhelfer PCB DE,http://pcb.fachverlag-computerwissen.de
132859,NEW Energie - Strom & Gas DE,,"NEW ist Ihr verlasslicher Lieferant fur Strom, Erdgas, Wasser und Glasfaser. Berechnen sie im Tarifrechner die Kosten und vergleichen sie mit den jetzigen.",,,Strom & Gas der NEW Energie DE,https://www.new-energie.de,Business_and_Industry,408521,Germany - 97.27,Denmark - 0.71,Austria - 0.64,Netherlands - 0.34,Israel - 0.33,252739,12567,22430
132852,IYOUWE Travel DE,,"Hier findest du alles was mit Jugendreisen zu tun hat. Eine sehr gro?e Auswahl an gunstigen Jugendreisen, Abireisen, Schulfahrten, KiTee-Ferienlager und Sprachreisen.",,,IYOUWE Travel - betreute Jugendreisen DE,http://www.iyouwe-travel.de
132858,mybook DE,,MyBook findet dein nachstes Lieblingsbuch fur dich. Kurzen Fragebogen ausfullen und  du erhaltst perfekt auf deine Wunsche zugeschnitten individuelle Buchempfehlungen von einem der Buchexperten.,,,mybook.de - Pers&ouml;nliche Buchempfehlung von Buchexperten DE,http://www.mybook.de,Shopping/Publications,3358,Germany - 100.00,,,,,20461186,2270378,11039
132861,PallyHi DE,,"PallyHi bietet eine gro?e Auswahl an cool sitzenden Teilen aus hochwertiger Merinowolle mit urbanem Look fur Manner und Frauen. Pally?Hi schafft muhelos den Spagat zwischen Funktionalitat und Streetwearlook. Das Ergebnis sind hochfunktionelle Bekleidungsteile, aber eben nicht nur fur den Einsatz beim Sport.",,,PallyHi - Hochwertige Merinowolle DE,http://www.pallyhi.com,Shopping/Clothing,8659,Germany - 67.43,United States - 32.57,,,,10735684,969682,65237
132864,MagStack.us UK,,,,,Magstack US,http://magstack.us
132863,Photo and More DE,,"Photo and more - Ihr Onlineshop fur digitale Fotografie. Hier erhalten Sie alles von der Digitalkamera, uber Systemkameras und professionellen Spiegelreflexkamera bis hin zu Video & DVD, TV & Beamer, Computer, Hifi und Haushaltselektronik.",,,Photo and More - Digitalkameras &amp; Fotozubeh&ouml;r DE,http://www.photoandmore.de,Shopping/Consumer_Electronics,436,Germany - 100.00,,,,,25019121,2812262,62950
132855,PROMO International Ou / dotpromo.de DE,,,,,Mercedes Benz-Gewinnspiel Telekom DE,http://www.dotpromo.de
132862,PaperC DE,,"PaperC ist die Wissensplattform im Internet, auf der Nutzer alle Informationen zu ihrem Fachthemen finden konnen. Basis sind weit uber 120.000 Lehr- und Fachbucher verschiedenster wissenschaftlicher Disziplinen, die kostenlos zur Probe gelesen werden konnen.",,,paperc.com - Fachb&uuml;cher im Internet DE,https://paperc.com,Business_and_Industry,551,,,,,,,,
132868,Tortenprima DE,,"Tortenprima versendet Torten und Kuchen von Meisterhand gefertigt.
Handgefertigte Konditor-Qualitat. Die Torten und Kuchen werden aus hochwertigen Rohstoffen und ohne Konservierungsstoffe oder Geschmacksverstarker gebacken.",,,Tortenprima  - Torten online verschicken DE,http://www.tortenprima.de,Shopping/Clothing,20146,Germany - 71.27,United States - 18.10,Luxembourg - 10.64,,,2439143,155389,22150
132869,Turbopass DE,,"Mit dem Turbopass erhalten sie zu vielen Attraktionen wie Museen, Sehenswurdigkeiten und Rundfahrten freien Eintritt sowie freie Fahrt mit dem offentlichen Nahverkehr.",,,Turbopass - City Pass f&uuml;r den Urlaub DE,http://www.turbopass.de,Travel/Tourism,262982,Germany - 82.69,Austria - 7.16,Switzerland - 4.09,Czech Republic - 2.06,Chile - 0.90,322187,23407,3569
132872,Wine in Black DE,,"Wine in Black ist Ihr Online-Shop fur Wein und Champagner zu unschlagbar gunstigen Preisen. Egal ob guter Rotwein, leichter Wei?wein oder edler Sekt - bei Wine in Black wird jeder Weinliebhaber fundig.",,,Wine in Black - Premium-Weine unschlagbar g&uuml;nstig DE,http://start.wine-in-black.de
132866,Single Finder Android App AT DE,,,,,Single Finder Android App AT DE,http://lp.volevu.mobi
132876,Active Sports Nutrition Supplies UK,"sports supplements,protein supplements,protein shakes,creatine,sports nutrition,whey protein,bodybuilding supplements,creatine,usn,phd,maximuscle,sci-mx,met-rx,boditronics,sd matrix,kinetica,reflex,muscle king,pre workouts",,,,Active Sports Nutrition Supplies US,http://www.activesportsnutrition.co.uk,Sports,46382,United Kingdom - 45.87,Slovenia - 11.72,Portugal - 11.62,Hungary - 11.54,Italy - 9.06,1230803,94689,22412
132865,REBELLE Second Hand Designermode DE,,"REBELLE ist Deine moderne Online Plattform fur hochwertige Luxusartikel. Du kannst geliebte Markenartikel kaufen und verkaufen. Rebelle bietet Dir ein breites Spektrum an qualitativ hochwertiger Damenmode, geliebten Vintageteilen und ausgewahlten Kollektionsstucken.",,,REBELLE Second Hand Designermode DE,http://www.rebelle.de,Shopping,35208,Germany - 100.00,,,,,3400947,715798,224502
133491,Acebyte - acebyte.com US,,,,,"Acebyte, Inc - acebyte.com US",http://www.acebyte.com,Computer_and_Electronics/Software,1858,United States - 76.76,Italy - 23.24,,,,11102808,4193389,98677
132871,Vinoole UK,,,,,Vinoole.com International - Specialists in online sales of Spanish wines UK,http://www.vinoole.com
132873,AboAndMore CH,,"Bei AboAndMore.ch konnen Sie Zeitschriften und Magazine in der Schweiz abonnieren.  Sie finden Hier die besten Magazine fur Gro? und Klein zum gunstigen Jahresabo, Halbjahresabo oder als Geschenkabo.",,06.07.2017 Wechsel weg von Superclix,aboandmore.ch - Zeitschriften-Abo in der Schweiz CH,http://www.aboandmore.ch,Business_and_Industry,10641,Switzerland - 100.00,,,,,5794053,117648,889616
132874,Arkivi-Bildagentur DE,,Arkivi - Bildagentur ist ein Portal fur historische Bilder. Sie finden hier ein umfangreiches Bildarchiv von 1880 - 1945. Arkivi ist Ihr Spezialist fur historisches Bildmaterial. Hierbei wird gro?en Wert auf hochste Qualitat zum Zwecke der professionellen Bildnutzung gelegt.,,,Arkivi-Bildagentur.de,http://www.arkivi-bildagentur.de,Arts_and_Entertainment/Photography,11991,Germany - 84.75,Poland - 9.41,Ukraine - 3.50,Russian Federation - 2.34,,3695844,276576,10434
132875,Billiger DE,,"Bei billiger.de finden Sie Preisvergleiche, Produktbewertungen und Shopbewertungen. Das Produktspektrum der uber 22.500 Shops reicht von Handys, PCs, Tablets, TV-Geraten und weiterer Unterhaltungselektronik uber Arzneimittel, Haushalts- und Gartenbedarf bis hin zu Mode, Sport-, Spiel- und Freizeitartikeln. Daneben bietet billiger.de einen Preisvergleich fur Strom- und Gastarife sowie Angebote fur Fluge und Reisen an.",,,Billiger.de Today: Gewinnspiel DE,http://gewinnspiel.billiger.de
132877,Afap Formazione IT,"formazione, corsi, lingue, corsi avvocati, corsi commercialiste, sicurezza sul lavoro",,,,Afap Formazione IT,http://www.afap-formazione.net,Career_and_Education/Education,6388,Italy - 100.00,,,,,3751186,121068,94333
132879,ASPACE UK,"Childrens Furniture, Bedroom Furniture, rugs, Toys, Gifts, Toy Storage, bedding, wall art.",,,,ASPACE UK,http://www.aspace.co.uk,Shopping,14898,United Kingdom - 91.02,Italy - 3.97,Saudi Arabia - 3.44,Russian Federation - 1.58,,3026305,299067,202470
132878,Aphrodisiaque-Store FR,"Aphrodisiaque, sex, toy, stimulant, god",,,,Aphrodisiaque-Store FR,http://www.aphrodisiaque-store.com,Shopping/Clothing,3093,,,,,,,,
132881,bbqexperte DE,"bbq,grill grills,ofen,grillen,sommer,fruhling,season,fleisch,steak,feuer,scharf,bbqexperte, bbqexperte.de, experte,experten,shop,laden,webshop,Geschenke","Bei BBQexperte finden Sie eine gro?e Auswahl an Grills und Grillzubehor, alles vom Tischgrill uber den Holzkohlegrill bis hin zum professionellen Grillwagen sowie Gartenkamine, Feuerstellen und Heizstrahler fur kuhle Tage.",,,BBQexperte,http://www.bbqexperte.de
132882,BestFlowers DE,"Blumen, Blume, blumenversand, blumen versenden, blumenversand online, blumen versand, online blumenversand, blumenversand gunstig, blumen senden, blumen online versenden, blumen online versand, gunstiger blumenversand, blumen verschicken, blumen schicken,",Ein Blumenstrau? zu jedem Anlass und fur jede Gelegenheit. Der Blumenversand BestFlowers bietet einen schnelle Versand frischer Blumen mit Frische- und Zufriedenheitsgarantie.,,,BestFlowers DE,http://www.bestflowers.de,,,,,,,,,,
132880,Atlasformen NL,"atlas for men, atlas, schoenen, damesschoennen, damesmode, dames, heren, dameskleding, kleren, fashion, atlas for man, mode, hemden, overhemden, accessoires,  kleding, outdoor voor mannen, natuur, zee, online, shop, sport, korting, Outdoorkleding",,,,Atlas For Men NL,https://www.atlasformen.nl,Shopping/Clothing,261199,Netherlands - 75.20,Belgium - 24.10,Germany - 0.54,Russian Federation - 0.16,,295360,7415,3738
132885,Buy Mobile Phone Insurance UK,"Buy, mobile, phone, insurance, buymobilephoneinsurance, samsung, galaxy, iphone, iphone 5",,,,Buy Mobile Phone Insurance UK,http://www.buymobilephoneinsurance.com,Internet_and_Telecom/Telecommunications,6138,United Kingdom - 100.00,,,,,17509970,1423767,51459
132886,Camping Village Center DE,"Camping Village Center, Camping, Campingplatze, Zelten, Wohnwagen, reise, Urlaub, Mobilhomes","Machen Sie Urlaub auf einem traumhaften Campingplatz In Frankreich, Italien oder Spanien. Village Center bietet in samtlichen Campinganlagen ein breites Sport- und Freizeitangebot fur Erwachsene, Kinder und Jugendliche.",,,Camping Village Center DE,http://campings.village-center.de
132884,Bonusprint UK,"bonusprint, photo books, photo, photo products",,,,Bonusprint UK,https://www.bonusprint.co.uk,Arts_and_Entertainment/Photography,408695,United Kingdom - 76.19,France - 4.53,Spain - 2.57,Netherlands - 2.26,470 - 2.11,224245,14379,697
132888,Camping Village Center UK,"Village home, accomodation, camping, holiday, tent, caravan, mountains, sea, ocean, family, camping",,,,Camping Village Center UK,http://campings.village-center.com
132883,bevonboch DE,"Mode, Modeaccessoires, Schmuck, Mobel, Wohnaccessoires","Brigitte von Boch bietet eine personliche Auswahl an exklusiven Angeboten aus den Bereichen Dekoration, Mode und Kosmetik an. Erganzt werden die Angebote durch schone und nutzliche Gestaltungsideen fur das eigene Heim, ein Leserforum und den Service einer Hochzeitsliste.",,,bevonboch.com DE,http://bevonboch.com,Shopping/General_Merchandise,8279,Germany - 92.27,Austria - 7.73,,,,4403060,291284,1323
132889,Chapeauxetcasquettes FR,"chapeau homme, chapeau femme,",,,,Chapeauxetcasquettes US,http://www.chapeauxetcasquettes.fr,Shopping,124851,France - 92.39,Belgium - 3.71,United Kingdom - 1.27,Tunisia - 1.06,Spain - 0.85,633663,29194,44371
132891,Dermaheal US,"skin care, body care, hair care, hair loss, thinning hair, anti-aging, hyperpigmentation, skin rejuvenation, cleansers, scrubs, masks, moisturizers, creams, serums, anti-pigmentation, scalp care",,,,Dermaheal US,http://www.dermahealproducts.com
132893,E-Outdoor UK,"outdoor, sleeping bags, kids, climbing, rucksacks, footwear",,,,E-Outdoor UK,http://www.e-outdoor.co.uk,Shopping/Sports,178784,United Kingdom - 48.75,Czech Republic - 17.27,United States - 4.00,Bulgaria - 2.71,New Zealand - 2.20,533663,50077,2050
132887,Camping Village Center NL,"Camping Village Center NL, Camping,  campingplaatsen voor tenten, caravans en campers, ingerichte bungalowtenten, stacaravans, chalets",,,,Camping Village Center NL,http://campings.village-center.nl
132894,EHS.TV ES,tienda online,,,,EHS.TV ES,http://www.ehs.tv,Shopping,110427,Portugal - 44.52,Spain - 38.97,Switzerland - 5.16,Germany - 2.73,Mexico - 2.48,586116,10529,41074
132892,Dress First FR,Dressfirst; dressfirst.com; robe de mariage; robe de soiree; robe,,,,Dress First FR,http://www.dressfirst.fr,Shopping/Clothing,9724,Czech Republic - 55.07,France - 44.93,,,,2418662,296728,22005
132898,Geschenke-versand24 DE,"Geschenke, Geschenkideen, Geburtstagsgeschenke, Hochzeitsgeschenke, Weihnachtsgeschenke, Geschenke fur Manner und Frauen, Valentinstag Geschenke,  Geschenke zur Geburt und Taufe, Geschenke zum Muttertag, Geschenke zum Vatertag, Jahrestag und Jubilaum","Bei Hot-Princess.de konnen Sie ausgefallene Geschenkideen und personalisierte Geschenke zu vielen Anlassen kaufen. Geschenke zum Geburtstag, Weihnachtsgeschenke, Valentinstags Geschenke, Geschenke zur Hochzeit oder zur Taufe.",,,Geschenke-versand24 DE,http://www.geschenke-versand24.de,Unknown,15456,Germany - 85.43,United States - 14.57,,,,2613450,205016,
132899,Internet Gift Store UK,"internet gift store, gift store, gift ideas, gifts online, internet gifts, internet gift shop, buy gifts, buy internet gifts, buy gifts online, buy internet gifts online, internet gift store uk",,,,Internet Gift Store UK,http://www.internetgiftstore.com,Shopping,22818,United Kingdom - 43.99,Turkey - 20.34,Iran - 9.50,Australia - 9.12,Latvia - 7.70,1950680,276686,134746
132890,Damsel In A Dress UK,"Damsel in a Dress, womenswear, fashion, luxury brand, fashion-forward designs, designer womenswear",,,,Damsel In A Dress US,http://www.damselinadress.co.uk,Shopping/Clothing,59962,Poland - 45.94,United Kingdom - 44.67,United States - 3.67,Germany - 2.60,Spain - 1.79,573990,31810,6585
